Calories (kcal),Protein (g),Carbohydrates (g),Fat (g),Fiber (g),Sugars (g),Sodium (mg),label
174,20.2,84.7,24.7,9.6,35.2,876,Balanced
425,23.2,49.5,37.3,8.3,13.4,379,Balanced
251,20.1,25.8,30.7,3.9,40.9,334,Balanced
279,37.2,48.0,49.0,4.7,19.5,13,Unbalanced
488,11.7,9.4,13.5,2.7,45.4,763,Balanced
138,36.7,88.0,38.9,0.6,41.8,752,Unbalanced
315,41.0,27.7,16.0,2.2,28.0,689,Unbalanced
115,25.5,10.2,6.8,7.6,39.2,451,Unbalanced
342,42.0,56.1,42.8,7.3,37.3,250,Unbalanced
373,19.3,41.1,4.2,0.5,28.0,861,Balanced
322,10.4,20.0,25.0,5.8,23.4,668,Balanced
357,5.1,92.7,43.0,2.2,17.1,641,Unbalanced
389,1.4,10.6,25.4,3.8,16.2,944,Unbalanced
488,28.0,65.3,13.6,9.1,31.1,373,Balanced
124,16.7,79.1,29.5,4.5,17.1,964,Unbalanced
531,48.0,57.2,7.5,1.9,2.9,646,Unbalanced
93,7.2,77.6,46.6,2.8,10.9,809,Balanced
597,32.0,97.4,4.7,5.9,26.5,634,Balanced
363,32.3,7.1,29.2,7.5,30.2,957,Unbalanced
64,43.3,24.1,9.3,4.1,13.4,64,Unbalanced
593,36.6,27.5,25.0,4.5,32.1,106,Balanced
528,22.7,12.3,28.8,5.3,30.8,691,Balanced
208,37.1,36.4,8.2,5.3,47.8,982,Unbalanced
474,29.5,43.1,22.1,7.9,45.4,213,Balanced
531,29.7,81.5,31.0,1.8,0.5,496,Balanced
449,41.4,25.8,31.6,6.7,12.7,905,Unbalanced
106,24.0,67.5,21.7,9.1,4.1,560,Balanced
406,4.7,24.9,31.6,7.8,1.4,915,Unbalanced
375,40.6,96.6,3.5,1.4,22.4,341,Unbalanced
143,15.5,51.3,12.9,7.1,33.1,862,Unbalanced
134,14.8,21.0,14.2,4.4,30.2,241,Balanced
90,39.2,57.2,8.4,1.5,47.3,776,Unbalanced
312,14.8,98.2,1.1,0.0,27.3,546,Balanced
400,45.9,38.6,37.5,3.2,22.7,337,Unbalanced
424,28.5,20.1,4.1,8.8,0.4,155,Balanced
592,48.6,45.4,32.9,3.9,19.0,140,Balanced
363,29.3,78.7,46.5,5.2,3.6,3,Balanced
380,16.3,29.1,21.2,3.7,46.6,49,Balanced
169,32.6,60.6,40.7,7.9,4.4,772,Unbalanced
408,11.5,31.7,13.5,2.7,19.4,259,Balanced
243,29.9,41.8,23.3,3.9,32.2,444,Unbalanced
237,7.0,25.4,11.1,8.6,29.8,494,Balanced
578,33.9,10.8,26.7,2.7,49.4,742,Balanced
554,31.4,63.9,38.1,1.0,42.2,185,Balanced
427,25.9,83.0,6.1,0.4,36.3,693,Balanced
128,32.9,93.7,30.9,1.9,0.3,549,Unbalanced
557,8.4,8.2,45.9,0.3,4.4,162,Unbalanced
368,35.8,48.3,23.6,4.5,45.7,623,Balanced
280,44.7,80.1,11.0,9.5,5.4,640,Balanced
473,38.4,25.4,24.3,5.8,47.8,177,Balanced
286,8.5,71.9,21.8,6.8,5.6,756,Balanced
87,20.9,20.0,45.3,3.9,44.6,365,Unbalanced
582,3.1,12.1,49.1,3.7,1.2,557,Unbalanced
370,30.7,21.6,37.2,5.6,20.7,423,Balanced
269,44.4,67.9,7.6,2.7,5.6,892,Balanced
230,26.1,75.1,45.5,5.6,1.0,504,Unbalanced
226,34.4,71.9,31.0,2.7,12.0,169,Unbalanced
437,1.3,32.2,38.4,0.8,14.7,661,Unbalanced
207,42.7,9.0,31.8,8.4,46.5,803,Balanced
380,18.0,13.2,12.1,7.6,31.9,987,Balanced
185,3.2,60.3,18.4,0.3,21.2,152,Unbalanced
301,44.0,93.6,17.9,2.2,45.8,655,Unbalanced
543,47.7,8.5,2.9,8.1,5.9,414,Balanced
223,33.5,81.4,25.1,0.8,22.5,761,Unbalanced
520,35.0,11.2,26.9,0.1,38.1,593,Balanced
595,36.9,79.0,4.3,6.3,37.0,981,Balanced
508,46.1,45.2,28.5,9.1,19.1,687,Balanced
594,5.2,46.5,46.7,6.8,16.2,400,Unbalanced
204,36.0,50.4,26.3,4.4,34.3,889,Unbalanced
506,3.4,72.2,27.2,2.1,12.6,964,Balanced
564,23.1,61.4,2.3,7.1,3.7,941,Balanced
501,18.7,12.5,35.5,4.5,16.5,278,Balanced
583,36.7,62.6,33.5,3.8,25.0,273,Balanced
76,5.0,65.4,48.1,5.9,24.3,885,Balanced
333,43.3,7.2,45.5,6.6,29.1,883,Unbalanced
114,41.4,25.3,27.2,7.1,27.1,658,Unbalanced
318,32.9,59.5,15.5,9.3,27.7,853,Balanced
243,8.1,93.7,41.1,7.6,17.3,270,Balanced
107,18.2,60.7,33.7,1.1,43.1,439,Unbalanced
212,45.5,96.8,23.1,5.6,6.7,666,Unbalanced
114,9.5,10.7,4.3,6.7,2.0,109,Balanced
421,33.6,28.4,18.0,2.2,27.7,790,Balanced
217,33.9,76.4,29.8,0.6,13.0,453,Unbalanced
139,24.4,93.2,5.2,3.6,19.9,359,Balanced
117,49.4,90.7,38.6,4.7,19.0,829,Unbalanced
511,30.9,82.5,17.5,7.1,20.0,845,Balanced
344,26.4,20.7,2.4,6.6,17.7,103,Balanced
570,42.9,74.7,25.7,4.5,48.8,722,Balanced
433,15.8,26.2,48.2,4.0,3.8,732,Balanced
531,37.5,42.5,23.8,2.5,2.0,342,Balanced
255,20.4,23.3,8.6,9.1,5.8,778,Balanced
522,1.3,59.3,24.4,5.4,20.2,675,Balanced
355,27.9,50.7,4.0,8.9,23.7,674,Balanced
399,38.7,10.3,34.6,9.2,14.5,511,Balanced
375,27.2,13.7,31.7,0.7,45.1,197,Balanced
444,42.7,82.9,1.4,2.8,2.7,307,Unbalanced
359,42.3,7.8,24.9,0.1,41.2,344,Unbalanced
120,36.1,79.6,44.7,5.9,18.5,507,Unbalanced
426,14.3,81.4,11.2,4.9,23.0,359,Balanced
243,3.2,54.2,41.5,1.4,36.7,242,Unbalanced
274,45.8,62.5,32.4,3.6,41.9,122,Unbalanced
551,38.0,29.3,3.5,5.0,2.6,645,Balanced
277,16.6,55.6,27.6,6.6,10.7,455,Balanced
352,22.9,70.2,2.1,2.8,14.3,239,Balanced
152,48.7,30.5,25.1,2.1,6.2,420,Unbalanced
600,46.4,50.3,3.8,4.2,14.9,947,Balanced
175,29.3,51.3,11.7,4.2,38.5,208,Unbalanced
319,39.6,8.9,16.9,2.0,24.3,333,Unbalanced
249,15.0,89.8,19.4,4.6,37.5,109,Balanced
181,18.1,36.4,39.4,8.4,8.8,504,Balanced
508,24.9,72.4,13.4,6.6,26.2,745,Balanced
349,26.8,26.2,34.9,5.1,20.8,909,Balanced
380,27.7,41.7,48.8,4.1,37.8,667,Balanced
582,38.4,47.9,14.9,0.4,1.4,490,Balanced
261,20.1,52.5,12.7,2.9,5.3,300,Balanced
169,39.5,25.6,47.0,4.9,43.9,896,Balanced
215,41.5,24.9,45.3,3.9,7.3,678,Balanced
585,16.7,45.4,37.3,2.7,42.4,573,Balanced
140,21.6,61.3,3.7,7.7,33.5,867,Balanced
182,26.6,59.3,16.6,1.6,9.0,945,Unbalanced
370,14.0,8.3,29.1,4.6,29.4,987,Balanced
209,22.5,56.6,27.6,7.3,22.3,673,Unbalanced
362,16.6,47.2,39.0,5.1,27.5,415,Balanced
125,18.8,30.1,30.9,4.8,21.2,614,Unbalanced
361,19.9,81.2,9.9,1.1,27.9,934,Balanced
350,6.5,6.6,28.2,9.3,34.6,684,Balanced
600,36.4,23.0,46.4,9.9,24.3,704,Balanced
163,21.8,50.3,47.9,1.1,38.8,947,Unbalanced
367,6.7,34.8,5.1,9.2,27.7,550,Balanced
147,31.9,51.7,15.3,3.3,10.3,425,Unbalanced
330,49.5,39.5,39.1,2.0,8.7,995,Balanced
338,21.6,46.9,30.3,5.2,20.7,612,Balanced
440,40.1,76.1,13.9,2.6,38.9,712,Balanced
577,38.7,28.8,43.5,3.6,17.5,933,Balanced
121,30.7,80.6,39.7,6.0,41.3,700,Unbalanced
261,28.4,79.5,49.9,7.0,11.2,821,Unbalanced
511,40.3,81.6,33.3,1.6,42.6,534,Balanced
173,2.5,59.5,8.6,7.5,27.1,887,Unbalanced
226,1.5,58.8,45.2,9.4,44.3,269,Balanced
430,33.5,90.5,36.1,8.8,43.3,707,Balanced
156,30.7,11.9,43.2,2.2,48.4,231,Unbalanced
321,12.2,7.4,20.9,8.2,34.4,269,Balanced
398,33.8,75.7,28.0,0.3,19.0,698,Balanced
363,35.8,68.9,6.7,9.8,36.2,826,Balanced
299,45.1,41.0,22.1,4.6,2.1,24,Balanced
263,8.3,85.8,28.9,4.4,35.1,32,Balanced
530,2.0,77.9,20.6,7.1,33.8,307,Balanced
93,45.7,98.1,22.5,4.8,40.6,199,Unbalanced
337,17.2,39.0,13.9,9.7,0.7,363,Balanced
148,18.2,6.2,7.8,7.2,41.7,590,Unbalanced
224,44.2,71.1,36.2,9.9,42.0,792,Balanced
280,18.7,58.8,44.1,6.7,13.2,547,Balanced
303,32.0,61.8,31.1,8.2,39.9,42,Balanced
254,24.0,57.3,15.3,5.9,35.9,848,Unbalanced
584,40.2,14.3,29.2,4.7,41.7,359,Balanced
428,8.1,11.2,41.1,6.2,36.4,558,Unbalanced
368,40.5,53.3,30.0,3.9,8.9,218,Balanced
494,48.8,75.8,34.0,7.1,1.6,678,Balanced
565,36.6,32.4,41.6,5.1,10.4,855,Balanced
443,21.3,61.9,15.0,8.9,38.0,280,Balanced
97,7.1,12.6,24.8,2.5,20.7,355,Balanced
483,4.0,35.0,16.4,4.2,16.5,727,Balanced
447,46.5,36.4,22.4,0.5,43.7,812,Unbalanced
253,4.5,13.3,38.1,0.9,2.6,710,Unbalanced
270,14.1,100.0,28.1,4.5,14.9,595,Balanced
75,2.8,91.9,3.4,0.6,3.8,632,Balanced
331,22.4,92.7,42.8,5.9,4.8,644,Balanced
73,23.5,9.7,21.2,4.4,30.0,602,Balanced
442,33.0,95.5,15.1,5.1,5.2,709,Balanced
174,33.1,46.6,45.4,3.7,23.4,56,Unbalanced
376,7.1,92.5,32.9,4.0,42.8,350,Unbalanced
516,12.6,82.8,32.8,8.7,33.9,320,Balanced
526,18.0,7.4,26.2,6.3,32.2,842,Balanced
73,25.5,27.9,18.0,1.0,44.1,591,Unbalanced
153,37.0,17.4,15.5,3.7,43.1,153,Balanced
77,35.9,57.3,45.6,2.9,3.1,296,Unbalanced
571,46.0,22.6,47.3,5.5,36.0,655,Balanced
519,43.4,99.8,39.0,4.2,28.0,693,Balanced
358,3.8,36.8,47.9,2.8,33.1,217,Unbalanced
372,21.4,21.7,29.6,1.9,18.3,208,Balanced
517,5.7,21.7,8.7,8.1,25.5,118,Balanced
204,42.4,92.1,39.3,5.9,24.3,986,Unbalanced
378,20.1,94.2,37.7,3.4,18.7,402,Balanced
428,25.1,83.1,48.1,8.3,42.5,780,Balanced
500,24.1,84.1,41.0,8.4,19.6,52,Balanced
178,47.7,77.3,48.5,6.4,19.8,587,Unbalanced
597,1.3,57.4,49.3,8.7,47.0,885,Balanced
364,24.5,89.3,41.9,0.2,43.6,48,Balanced
311,28.5,14.2,46.7,9.3,24.4,947,Balanced
509,14.0,83.6,17.2,4.2,36.4,943,Balanced
591,33.4,71.1,12.1,1.4,23.2,459,Balanced
363,48.4,25.2,49.3,8.6,4.1,464,Balanced
211,30.3,70.4,22.4,2.2,47.2,527,Unbalanced
262,8.7,20.6,44.3,0.2,27.5,561,Balanced
560,39.0,65.1,23.1,2.5,41.0,293,Balanced
366,30.7,42.6,8.6,2.4,18.5,549,Balanced
51,46.0,56.4,49.0,2.6,43.3,861,Unbalanced
312,16.3,77.5,13.0,7.1,9.4,712,Balanced
586,2.0,17.7,35.4,5.1,37.9,422,Unbalanced
517,34.5,85.8,40.8,7.1,2.9,414,Balanced
219,19.6,12.7,16.6,9.8,37.7,784,Balanced
578,1.8,50.6,22.0,4.2,20.4,659,Balanced
431,6.8,15.3,40.5,1.5,27.2,694,Unbalanced
275,49.2,25.1,11.5,6.3,36.4,113,Unbalanced
215,19.6,61.0,28.4,7.3,19.9,422,Unbalanced
467,28.5,70.0,40.5,6.4,18.6,512,Balanced
422,42.9,71.4,34.9,5.4,2.9,891,Unbalanced
105,42.2,37.0,33.3,4.2,28.5,551,Unbalanced
459,49.1,28.4,3.7,1.4,36.3,944,Unbalanced
433,23.8,69.1,24.9,9.5,38.8,232,Balanced
578,32.5,5.2,2.2,2.2,29.4,971,Balanced
443,32.1,40.3,20.8,0.2,18.1,748,Balanced
96,9.3,11.6,19.9,7.3,27.5,647,Balanced
530,43.8,67.2,10.5,0.8,16.2,402,Balanced
337,15.3,8.1,30.5,1.3,37.5,725,Balanced
495,42.8,84.6,30.9,4.5,34.1,472,Balanced
593,41.3,70.6,7.4,6.7,21.7,421,Balanced
133,10.3,36.7,1.1,1.1,0.8,756,Balanced
66,44.0,46.5,22.4,5.9,27.3,523,Unbalanced
90,8.0,79.6,38.4,5.4,14.1,691,Unbalanced
295,34.8,93.0,1.0,3.6,39.6,620,Unbalanced
335,49.2,84.5,36.8,2.5,33.9,589,Unbalanced
314,14.6,59.1,34.2,4.2,44.0,34,Balanced
274,39.6,82.1,42.0,2.6,40.5,351,Unbalanced
459,40.0,83.9,7.5,3.5,46.8,573,Balanced
442,33.7,69.7,33.3,8.6,27.0,618,Balanced
155,34.6,49.0,34.3,3.5,10.0,872,Unbalanced
224,25.4,34.0,44.2,3.0,1.0,351,Balanced
259,8.2,36.8,9.3,6.3,38.6,377,Balanced
402,13.0,62.1,37.9,6.1,4.2,468,Balanced
98,8.0,57.1,43.5,7.6,30.2,608,Balanced
263,17.3,56.2,47.6,8.2,32.2,551,Balanced
252,15.2,58.3,1.2,4.3,24.5,702,Balanced
514,14.1,62.7,48.7,8.7,38.5,603,Balanced
513,19.4,48.6,26.4,6.7,29.5,996,Balanced
308,22.3,76.2,16.6,1.2,36.7,938,Balanced
526,15.3,50.3,40.2,0.2,32.9,398,Balanced
57,48.1,5.9,24.3,2.4,19.4,948,Unbalanced
238,29.8,50.9,37.2,4.6,21.9,544,Unbalanced
389,43.6,75.3,8.9,4.0,34.4,52,Balanced
581,49.9,71.4,46.0,6.3,10.6,494,Balanced
427,21.6,84.4,8.7,8.5,30.0,215,Balanced
395,37.3,18.0,9.4,1.8,26.7,863,Balanced
59,35.6,78.0,7.0,3.2,5.9,858,Unbalanced
232,1.4,25.5,4.2,9.2,11.5,726,Balanced
50,25.6,61.7,39.1,8.9,16.7,633,Balanced
299,19.1,72.8,6.0,7.2,31.0,770,Balanced
320,15.9,98.7,24.6,3.0,49.2,687,Balanced
140,29.0,25.9,40.0,4.4,11.3,960,Unbalanced
389,10.0,79.4,28.1,9.3,21.4,777,Balanced
71,22.7,93.0,6.4,7.4,20.9,320,Unbalanced
60,39.2,23.6,39.6,1.4,10.8,694,Unbalanced
465,5.3,8.8,2.7,1.1,33.3,484,Unbalanced
321,22.7,62.2,38.2,8.2,41.1,418,Balanced
351,33.6,86.6,25.6,2.8,48.5,154,Unbalanced
470,11.6,83.9,1.3,7.7,29.1,506,Unbalanced
227,31.8,6.4,10.4,2.5,31.6,247,Unbalanced
599,43.2,32.6,14.7,0.8,14.0,608,Balanced
405,33.7,33.6,28.0,2.8,2.3,490,Balanced
513,22.3,20.9,2.3,2.8,24.0,310,Balanced
437,12.6,16.3,27.4,6.9,3.0,210,Balanced
468,47.3,91.5,2.1,4.8,16.9,60,Unbalanced
95,4.6,67.9,13.3,2.2,23.5,477,Balanced
327,25.0,94.1,36.1,5.2,43.4,847,Balanced
163,46.2,15.2,28.2,7.8,11.1,795,Unbalanced
559,34.1,10.1,17.5,3.9,22.9,530,Balanced
212,48.2,53.7,40.8,3.5,18.2,156,Unbalanced
557,34.3,21.5,50.0,3.0,37.6,269,Balanced
182,30.9,86.7,36.9,0.1,47.8,291,Unbalanced
267,39.8,24.2,25.8,3.6,22.7,921,Unbalanced
372,21.7,64.5,17.4,4.9,28.6,438,Balanced
158,49.2,69.7,42.4,0.8,38.6,687,Unbalanced
93,38.1,88.9,15.8,8.3,30.3,757,Balanced
60,27.1,41.5,1.2,10.0,39.6,862,Balanced
87,7.1,73.5,9.0,3.6,44.2,518,Balanced
197,17.2,65.3,21.1,0.9,11.3,601,Balanced
93,36.2,77.0,35.4,8.1,14.0,197,Balanced
311,17.1,24.2,21.3,1.3,42.4,915,Balanced
597,8.5,67.2,48.1,1.3,37.1,250,Balanced
480,20.0,79.8,30.2,0.0,12.0,150,Balanced
240,34.3,40.4,2.4,1.3,21.9,980,Unbalanced
553,27.3,94.6,10.9,4.9,23.0,285,Balanced
460,3.6,22.6,35.6,7.0,17.2,629,Unbalanced
211,43.8,94.3,17.4,7.1,6.2,523,Unbalanced
485,21.3,57.5,28.3,4.2,4.5,567,Balanced
306,14.3,14.3,41.7,5.8,18.2,423,Balanced
314,2.5,31.3,33.1,7.3,44.2,797,Unbalanced
544,37.5,96.9,42.1,4.6,31.8,118,Balanced
55,47.0,74.9,11.5,8.8,19.9,851,Balanced
163,11.5,85.7,37.9,6.4,37.5,650,Balanced
87,13.9,73.0,24.5,8.8,43.3,764,Balanced
134,5.0,73.0,44.4,1.5,31.2,460,Balanced
524,31.3,85.3,25.7,0.4,25.7,830,Balanced
140,32.8,38.2,24.5,1.4,9.0,346,Unbalanced
345,38.6,11.2,44.1,2.3,37.5,349,Unbalanced
314,17.8,79.1,27.0,4.2,30.7,192,Balanced
568,45.6,22.4,8.4,0.4,36.4,776,Balanced
330,25.5,28.4,23.9,8.5,15.1,579,Balanced
178,20.5,6.4,17.9,6.8,13.9,734,Unbalanced
373,6.3,62.7,15.9,6.7,35.3,498,Unbalanced
177,47.1,18.9,40.9,1.7,15.7,29,Unbalanced
419,5.9,17.5,34.8,4.2,33.4,515,Unbalanced
287,16.4,6.9,29.2,1.6,47.5,541,Balanced
580,33.8,76.1,5.8,9.1,7.7,804,Balanced
453,34.6,19.4,20.0,9.0,7.9,727,Balanced
401,2.4,65.8,5.2,1.3,28.5,745,Unbalanced
213,12.8,25.9,12.2,0.4,11.5,113,Balanced
76,41.3,64.1,41.0,8.6,35.7,999,Balanced
524,9.4,6.9,33.1,3.7,43.6,445,Unbalanced
560,8.6,88.4,1.4,5.7,6.6,22,Balanced
311,20.5,33.6,14.4,2.5,10.8,38,Balanced
351,33.8,10.3,23.6,9.5,37.6,160,Balanced
292,35.5,26.4,26.9,9.6,2.1,293,Balanced
458,6.1,74.2,38.2,3.9,26.7,740,Balanced
286,28.3,50.8,37.6,7.8,1.1,386,Unbalanced
406,29.0,67.6,9.5,0.2,28.3,104,Balanced
137,42.1,88.8,21.0,2.6,21.3,50,Unbalanced
361,34.1,60.8,23.4,4.6,12.0,343,Unbalanced
327,3.4,76.3,48.4,6.4,15.6,376,Unbalanced
386,27.3,96.5,34.7,3.8,36.0,433,Balanced
548,42.3,65.9,7.0,9.4,9.3,992,Balanced
317,47.7,78.2,6.6,9.9,40.9,789,Balanced
441,40.2,77.2,43.0,1.5,1.6,146,Unbalanced
361,10.8,13.2,32.2,2.5,17.6,108,Balanced
76,28.0,77.2,11.1,3.4,9.6,148,Unbalanced
362,5.1,89.5,41.8,7.0,46.0,374,Unbalanced
559,5.8,50.7,37.1,4.9,34.8,381,Unbalanced
459,6.8,15.9,7.2,4.3,31.5,795,Unbalanced
567,28.9,17.0,14.9,2.9,39.6,516,Balanced
553,16.2,76.8,3.1,1.8,15.0,526,Balanced
72,31.1,35.8,39.4,0.5,32.8,996,Unbalanced
246,1.4,45.6,21.3,2.0,35.7,258,Unbalanced
158,29.2,33.1,32.4,6.4,2.6,666,Unbalanced
465,33.6,47.1,47.6,1.3,29.0,823,Balanced
140,33.9,88.7,3.7,3.4,37.5,736,Balanced
290,39.1,81.8,32.1,3.0,38.0,59,Unbalanced
232,9.4,25.0,33.3,0.8,2.2,88,Balanced
489,11.8,53.3,26.0,0.8,8.4,71,Unbalanced
366,46.2,43.8,42.0,8.8,5.9,643,Balanced
413,19.6,99.6,26.8,2.6,29.6,921,Balanced
554,11.1,31.7,42.4,3.4,49.5,817,Unbalanced
447,25.9,78.3,24.5,9.6,25.6,154,Balanced
483,15.8,12.7,22.1,1.0,6.7,803,Balanced
54,46.9,9.0,9.2,1.8,1.1,82,Unbalanced
487,48.6,71.1,13.8,5.2,10.8,96,Balanced
495,32.0,43.5,9.4,9.9,18.7,514,Balanced
182,27.4,84.0,23.5,4.2,38.4,832,Unbalanced
397,3.4,81.8,4.5,5.8,19.5,23,Unbalanced
159,42.8,49.2,13.7,0.4,32.3,293,Unbalanced
325,14.9,82.9,31.5,6.2,24.5,769,Balanced
380,40.0,56.3,29.3,7.0,47.6,580,Balanced
369,38.8,30.8,12.4,9.9,8.8,294,Balanced
234,34.2,24.8,30.6,6.5,48.7,404,Unbalanced
517,27.3,36.6,4.9,3.6,21.3,805,Balanced
233,35.2,19.0,36.5,10.0,49.2,31,Balanced
518,41.5,69.2,43.1,2.8,0.0,526,Balanced
531,13.8,5.5,10.2,7.0,5.6,295,Balanced
445,45.8,50.3,37.2,3.1,27.3,104,Balanced
397,3.8,74.8,24.2,2.9,6.3,142,Unbalanced
379,11.4,53.1,17.3,1.4,15.5,628,Balanced
69,38.2,33.6,36.0,6.9,19.6,706,Unbalanced
303,25.0,63.0,37.4,4.9,10.7,408,Balanced
172,8.4,49.4,23.3,0.2,7.7,349,Balanced
580,20.6,19.7,47.6,0.6,16.3,637,Balanced
409,34.5,97.7,37.1,6.7,31.4,992,Balanced
303,8.5,85.5,17.9,8.4,1.6,459,Balanced
419,28.6,42.2,27.5,9.2,15.8,556,Balanced
281,8.2,60.8,14.0,7.2,34.3,418,Balanced
209,26.9,57.9,49.8,0.8,31.1,616,Unbalanced
479,23.1,45.9,42.3,7.2,12.7,706,Balanced
543,47.8,29.3,12.4,1.5,25.7,506,Balanced
406,19.4,91.0,48.7,10.0,23.1,465,Balanced
168,36.7,50.6,16.3,1.9,14.5,561,Unbalanced
305,39.6,81.1,24.9,8.6,48.6,283,Balanced
370,34.9,45.6,33.7,5.3,28.8,474,Balanced
144,44.4,36.3,45.8,2.1,1.5,16,Unbalanced
134,29.1,68.9,33.1,6.3,22.1,685,Unbalanced
73,41.5,58.0,13.2,9.4,0.1,370,Balanced
539,10.0,56.4,16.5,6.8,24.3,399,Balanced
81,24.1,97.8,32.9,1.3,36.2,445,Unbalanced
393,47.2,27.3,14.4,3.8,28.7,889,Balanced
246,10.1,38.7,10.8,7.1,37.2,526,Balanced
460,14.4,37.3,22.6,3.5,33.3,636,Balanced
492,32.1,31.3,2.8,4.7,1.2,981,Balanced
279,30.3,14.1,37.6,9.7,11.5,299,Balanced
281,12.7,82.7,28.7,4.6,29.1,274,Balanced
564,18.3,41.3,11.2,1.4,3.2,314,Balanced
530,7.1,83.4,28.7,5.7,26.6,531,Balanced
537,12.3,87.3,33.9,9.9,20.9,955,Balanced
544,21.1,80.8,45.1,3.2,35.2,367,Balanced
185,13.6,53.3,11.9,2.4,9.7,35,Balanced
399,9.3,5.9,37.0,6.6,7.1,924,Unbalanced
573,39.3,7.5,15.8,7.8,12.2,836,Balanced
543,45.1,41.7,39.8,7.0,45.9,140,Balanced
78,12.7,18.5,27.0,5.1,31.9,296,Unbalanced
286,32.9,9.7,35.1,6.5,38.8,757,Unbalanced
51,20.3,60.8,46.5,3.9,12.8,705,Unbalanced
89,48.6,13.0,9.0,4.7,9.8,557,Balanced
172,42.2,25.7,48.7,1.8,21.5,726,Balanced
116,35.1,40.4,23.4,1.4,38.6,688,Unbalanced
146,17.0,27.7,6.2,6.3,9.2,467,Unbalanced
485,22.9,50.8,20.2,5.1,19.4,431,Balanced
239,29.2,34.0,26.0,0.6,43.7,553,Balanced
489,10.5,9.8,23.9,9.2,29.5,804,Balanced
274,15.0,55.0,2.7,0.0,22.6,483,Balanced
265,26.7,49.0,19.3,6.6,14.3,299,Unbalanced
236,16.6,67.4,11.5,4.6,44.0,184,Balanced
571,24.2,22.2,25.2,6.0,24.8,779,Balanced
240,5.5,22.5,48.3,0.7,13.2,611,Unbalanced
80,25.9,83.3,30.6,7.7,6.4,609,Unbalanced
237,23.8,28.4,40.0,1.2,25.0,171,Balanced
139,2.0,66.6,11.5,2.4,1.1,977,Unbalanced
521,43.0,44.1,42.1,9.7,22.5,843,Balanced
52,25.5,27.9,32.0,0.3,3.9,694,Unbalanced
228,17.5,11.5,1.6,8.8,3.5,111,Balanced
216,24.0,59.0,31.8,1.7,1.9,921,Unbalanced
584,25.2,68.4,8.4,7.6,12.9,673,Balanced
467,46.2,42.3,2.8,0.0,5.5,404,Unbalanced
174,35.7,68.6,2.2,6.6,19.4,255,Unbalanced
506,15.4,66.2,4.8,8.0,43.2,304,Balanced
286,15.3,12.8,11.1,7.2,3.6,655,Balanced
280,41.5,85.1,46.6,2.7,1.2,175,Unbalanced
79,16.5,45.8,38.4,7.4,13.7,846,Unbalanced
188,39.4,35.8,46.4,6.2,35.9,109,Unbalanced
423,49.9,8.4,6.7,7.9,31.5,20,Unbalanced
392,30.5,41.0,46.1,2.9,22.6,684,Balanced
503,3.5,24.3,35.9,3.4,13.1,876,Unbalanced
343,27.4,49.3,8.5,1.7,30.2,532,Balanced
459,41.1,46.0,39.9,7.5,6.0,863,Unbalanced
461,33.0,52.4,28.3,5.2,45.1,791,Balanced
202,39.7,33.0,30.4,7.5,34.4,525,Unbalanced
381,49.5,61.9,43.8,4.1,18.5,143,Balanced
128,3.7,42.0,45.0,8.4,3.8,130,Balanced
210,6.1,90.0,49.0,0.7,12.8,135,Balanced
366,33.4,15.9,34.8,7.6,25.1,362,Unbalanced
534,20.6,56.4,15.4,1.5,39.2,412,Balanced
302,42.8,44.8,27.6,3.9,28.0,282,Balanced
375,11.6,87.8,37.0,0.9,25.1,640,Balanced
490,48.1,56.4,23.8,8.8,46.7,338,Balanced
112,12.6,6.6,13.0,6.9,12.2,90,Unbalanced
449,20.9,66.9,48.2,2.4,49.0,721,Balanced
279,15.4,41.6,21.3,3.0,31.8,208,Balanced
450,22.6,93.6,21.1,1.9,47.7,568,Balanced
50,15.2,70.7,3.9,7.6,44.2,571,Unbalanced
288,38.5,74.9,31.2,1.6,37.3,337,Unbalanced
444,13.2,98.1,29.3,6.6,23.7,913,Balanced
294,43.0,96.5,38.1,3.2,41.4,503,Unbalanced
175,36.7,51.4,43.7,4.7,27.4,402,Unbalanced
500,27.7,25.1,16.4,5.0,25.9,452,Balanced
271,9.4,41.4,21.4,5.0,47.9,243,Balanced
283,26.1,31.4,45.0,0.4,46.5,55,Unbalanced
287,5.3,56.1,10.4,8.9,8.4,802,Balanced
463,49.6,39.8,11.4,8.0,18.9,309,Balanced
526,26.2,71.7,29.0,3.9,35.9,656,Balanced
291,14.3,27.9,3.9,1.8,27.0,548,Balanced
160,38.7,34.4,33.8,5.6,42.7,239,Unbalanced
562,21.8,24.2,33.5,8.6,9.5,174,Balanced
88,26.5,84.8,17.6,9.0,47.3,414,Balanced
507,37.7,82.0,45.9,9.3,23.2,529,Balanced
184,2.3,49.2,30.6,4.9,22.2,534,Unbalanced
498,16.2,68.0,40.6,6.2,24.2,219,Balanced
249,18.7,32.5,48.5,0.7,20.3,492,Balanced
266,37.5,54.8,10.1,8.1,28.4,834,Balanced
190,39.9,28.6,23.0,6.1,7.4,351,Balanced
142,20.1,24.0,6.6,2.9,42.1,992,Unbalanced
558,31.1,39.4,32.0,7.1,48.5,404,Balanced
71,40.2,37.0,34.4,9.9,23.7,112,Balanced
569,44.0,69.4,38.8,3.2,27.0,36,Balanced
250,40.9,88.3,11.4,5.5,11.6,22,Unbalanced
